term,query,Apapun_Jenis_Rokok_berbahaya_Bagi_Kesehatan.txt,6_Tips_Berhenti_Merokok_Sesuai_Tipe_Perokok.txt,12_Cara_Berhenti_Merokok_dengan_Cepat_Dimulai_dari_Hal_Kecil.txt,Kandungan_pada_Rokok_yang_Berbahaya.txt,Enggan_Berhenti_Merokok_Ini_Risikonya.txt
rokok,1,31,40,38,48,16
